,species,block,street,trap,nummosquitos,wnvpresent,year,month,day,latitude,longitude
1890,CULEX PIPIENS,93, S DR MARTIN LUTHER KING JR DR,T162,3,0,2007,08,15,41.725516999999996,-87.61425799999999
1891,CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,7,0,2007,08,15,41.948167,-87.730698
1892,CULEX PIPIENS,37, N KEDVALE AVE,T218,4,0,2007,08,15,41.948167,-87.730698
1893,CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,3,0,2007,08,15,41.963976,-87.69181
1894,CULEX PIPIENS,45, N CAMPBELL AVE,T220,9,0,2007,08,15,41.963976,-87.69181
1895,CULEX PIPIENS/RESTUANS,40, N TRIPP AVE,T001,5,0,2007,08,15,41.953705,-87.733974
1896,CULEX PIPIENS,40, N TRIPP AVE,T001,5,0,2007,08,15,41.953705,-87.733974
1897,CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,27,1,2007,08,15,41.964242,-87.757639
1898,CULEX RESTUANS,46, N MILWAUKEE AVE,T003,2,0,2007,08,15,41.964242,-87.757639
1899,CULEX PIPIENS,46, N MILWAUKEE AVE,T003,6,0,2007,08,15,41.964242,-87.757639
1900,CULEX PIPIENS,46, N MILWAUKEE AVE,T003,49,1,2007,08,15,41.964242,-87.757639
1901,CULEX PIPIENS/RESTUANS,60, N AVONDALE AVE,T006,16,1,2007,08,15,41.990284,-87.797127
1902,CULEX PIPIENS,60, N AVONDALE AVE,T006,20,1,2007,08,15,41.990284,-87.797127
1903,CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,38,0,2007,08,15,42.008314,-87.77792099999999
1904,CULEX PIPIENS,70, N MOSELL AVE,T008,12,1,2007,08,15,42.008314,-87.77792099999999
1905,CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,21,0,2007,08,15,41.991429,-87.747113
1906,CULEX PIPIENS,61, N LEMONT AVE,T012,16,1,2007,08,15,41.991429,-87.747113
1907,CULEX PIPIENS/RESTUANS,27, S WESTERN AVE,T034,10,0,2007,08,15,41.843810999999995,-87.686763
1908,CULEX PIPIENS,27, S WESTERN AVE,T034,1,0,2007,08,15,41.843810999999995,-87.686763
1909,CULEX TERRITANS,27, S WESTERN AVE,T034,1,0,2007,08,15,41.843810999999995,-87.686763
1910,CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,35,0,2007,08,15,41.921177,-87.79518
1911,CULEX PIPIENS,68, W BELDEN AVE,T037,5,0,2007,08,15,41.921177,-87.79518
1912,CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,4,0,2007,08,15,41.857402,-87.694991
1913,CULEX PIPIENS,30, W 18TH ST,T043,1,0,2007,08,15,41.857402,-87.694991
1914,CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,7,0,2007,08,15,41.868142,-87.696269
1915,CULEX PIPIENS,11, S CALIFORNIA,T047,8,0,2007,08,15,41.868142,-87.696269
1916,CULEX PIPIENS/RESTUANS,25, S THROOP,T051,1,0,2007,08,15,41.846283,-87.656913
1917,CULEX PIPIENS,25, S THROOP,T051,2,0,2007,08,15,41.846283,-87.656913
1918,CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,24,0,2007,08,15,41.721474,-87.648064
1919,CULEX PIPIENS,10, W 95TH ST,T085,20,0,2007,08,15,41.721474,-87.648064
1920,CULEX PIPIENS/RESTUANS,10, S CALIFORNIA AVE,T088,1,0,2007,08,15,41.869107,-87.69629300000001
1921,CULEX RESTUANS,10, S CALIFORNIA AVE,T088,1,0,2007,08,15,41.869107,-87.69629300000001
1922,CULEX PIPIENS,10, S CALIFORNIA AVE,T088,4,0,2007,08,15,41.869107,-87.69629300000001
1923,CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,6,0,2007,08,15,41.719059,-87.675088
1924,CULEX PIPIENS,96, S HOYNE AVE,T161,4,0,2007,08,15,41.719059,-87.675088
1925,CULEX PIPIENS/RESTUANS,18, W LELAND AVE,T219,4,0,2007,08,15,41.966986999999996,-87.674677
1926,CULEX PIPIENS,18, W LELAND AVE,T219,4,0,2007,08,15,41.966986999999996,-87.674677
1927,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,50,0,2007,08,15,41.923738,-87.785288
1928,CULEX RESTUANS,61, W FULLERTON AVE,T013,1,0,2007,08,15,41.923738,-87.785288
1929,CULEX PIPIENS,61, W FULLERTON AVE,T013,26,0,2007,08,15,41.923738,-87.785288
1930,CULEX TERRITANS,61, W FULLERTON AVE,T013,2,0,2007,08,15,41.923738,-87.785288
1931,CULEX PIPIENS/RESTUANS,64, W STRONG ST,T014,49,0,2007,08,15,41.970248,-87.787992
1932,CULEX PIPIENS,64, W STRONG ST,T014,44,0,2007,08,15,41.970248,-87.787992
1933,CULEX PIPIENS/RESTUANS,12, W GREENLEAF AVE,T018,1,0,2007,08,15,42.010412,-87.66214000000001
1934,CULEX PIPIENS,12, W GREENLEAF AVE,T018,2,0,2007,08,15,42.010412,-87.66214000000001
1935,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,2,0,2007,08,15,41.899229999999996,-87.716788
1936,CULEX PIPIENS,10, N CENTRAL PARK DR,T030,9,0,2007,08,15,41.899229999999996,-87.716788
1937,CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,6,0,2007,08,15,41.692555,-87.598865
1938,CULEX PIPIENS,20, E 111TH ST,T084,9,0,2007,08,15,41.692555,-87.598865
1939,CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,48,0,2007,08,15,41.94016,-87.794896
1940,CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,32,0,2007,08,15,41.94016,-87.794896
1941,CULEX PIPIENS,33, N RUTHERFORD AVE,T144,21,0,2007,08,15,41.94016,-87.794896
1942,CULEX PIPIENS,33, N RUTHERFORD AVE,T144,42,0,2007,08,15,41.94016,-87.794896
1943,CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,9,0,2007,08,15,41.903002,-87.68826700000001
1944,CULEX PIPIENS,11, S ARTESIAN AVE,T160,7,0,2007,08,15,41.903002,-87.68826700000001
1945,CULEX PIPIENS/RESTUANS,60, W ROSCOE ST,T005,7,0,2007,08,15,41.942114000000004,-87.776385
1946,CULEX PIPIENS,60, W ROSCOE ST,T005,5,0,2007,08,15,41.942114000000004,-87.776385
1947,CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,3,0,2007,08,15,41.960615999999995,-87.777189
1948,CULEX PIPIENS,60, W MONTROSE DR,T017,3,0,2007,08,15,41.960615999999995,-87.777189
1949,CULEX PIPIENS/RESTUANS,33, E RANDOLPH ST,T044,3,0,2007,08,15,41.883284,-87.705085
1950,CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,4,0,2007,08,15,41.704336,-87.70373599999999
1951,CULEX RESTUANS,33, W 104TH ST,T095,2,0,2007,08,15,41.704336,-87.70373599999999
1952,CULEX PIPIENS,33, W 104TH ST,T095,2,0,2007,08,15,41.704336,-87.70373599999999
1953,CULEX PIPIENS/RESTUANS,49, W SUNNYSIDE AVE,T004,1,0,2007,08,15,41.962728000000006,-87.748367
1954,CULEX PIPIENS/RESTUANS,30, S HOYNE AVE,T035,9,0,2007,08,15,41.836644,-87.677737
1955,CULEX RESTUANS,30, S HOYNE AVE,T035,1,1,2007,08,15,41.836644,-87.677737
1956,CULEX PIPIENS,30, S HOYNE AVE,T035,4,0,2007,08,15,41.836644,-87.677737
1957,CULEX PIPIENS/RESTUANS,42, W 31ST ST,T036,5,0,2007,08,15,41.837084999999995,-87.729384
1958,CULEX RESTUANS,42, W 31ST ST,T036,1,0,2007,08,15,41.837084999999995,-87.729384
1959,CULEX PIPIENS,42, W 31ST ST,T036,4,0,2007,08,15,41.837084999999995,-87.729384
1960,CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,20,0,2007,08,15,41.911823999999996,-87.726737
1961,CULEX RESTUANS,17, N PULASKI RD,T039,1,0,2007,08,15,41.911823999999996,-87.726737
1962,CULEX PIPIENS,17, N PULASKI RD,T039,3,0,2007,08,15,41.911823999999996,-87.726737
1963,CULEX PIPIENS,22, W PERSHING RD,T060,1,0,2007,08,15,41.823065,-87.67837800000001
1964,CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,16,0,2007,08,15,41.801179,-87.679447
1965,CULEX PIPIENS,22, W 51ST ST,T061,35,1,2007,08,15,41.801179,-87.679447
1966,CULEX PIPIENS,35, W 51ST ST,T062,8,0,2007,08,15,41.800737,-87.71188000000001
1967,CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,41,0,2007,08,15,41.778296999999995,-87.752411
1968,CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,29,0,2007,08,15,41.778296999999995,-87.752411
1969,CULEX RESTUANS,52, W 63RD ST,T065,5,0,2007,08,15,41.778296999999995,-87.752411
1970,CULEX PIPIENS,52, W 63RD ST,T065,47,0,2007,08,15,41.778296999999995,-87.752411
1971,CULEX PIPIENS,52, W 63RD ST,T065,33,0,2007,08,15,41.778296999999995,-87.752411
1972,CULEX TERRITANS,52, W 63RD ST,T065,1,0,2007,08,15,41.778296999999995,-87.752411
1973,CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,4,0,2007,08,15,41.77166,-87.703047
1974,CULEX RESTUANS,67, S KEDZIE AVE,T066,1,0,2007,08,15,41.77166,-87.703047
1975,CULEX PIPIENS,67, S KEDZIE AVE,T066,20,1,2007,08,15,41.77166,-87.703047
1976,CULEX PIPIENS/RESTUANS,73, S CICERO AVE,T067,19,0,2007,08,15,41.759346,-87.745602
1977,CULEX PIPIENS,73, S CICERO AVE,T067,5,0,2007,08,15,41.759346,-87.745602
1978,CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,18,0,2007,08,15,41.768388,-87.678649
1979,CULEX PIPIENS,22, W 69TH ST,T069,8,0,2007,08,15,41.768388,-87.678649
1980,CULEX PIPIENS/RESTUANS,52, S NORDICA,T070,11,0,2007,08,15,41.797616,-87.797894
1981,CULEX PIPIENS,52, S NORDICA,T070,5,0,2007,08,15,41.797616,-87.797894
1982,CULEX PIPIENS/RESTUANS,61, S MELVINA AVE,T071,1,0,2007,08,15,41.781416,-87.77653199999999
1983,CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,20,0,2007,08,15,41.773215,-87.60088
1984,CULEX PIPIENS,10, E 67TH ST,T073,14,0,2007,08,15,41.773215,-87.60088
1985,CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,43,0,2007,08,15,41.822536,-87.66634300000001
1986,CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,43,0,2007,08,15,41.822536,-87.66634300000001
1987,CULEX RESTUANS,39, S ASHLAND AVE,T074,3,0,2007,08,15,41.822536,-87.66634300000001
1988,CULEX PIPIENS,39, S ASHLAND AVE,T074,39,1,2007,08,15,41.822536,-87.66634300000001
1989,CULEX PIPIENS/RESTUANS,47, S CORNELL AVE,T075,3,0,2007,08,15,41.799282,-87.585487
1990,CULEX RESTUANS,47, S CORNELL AVE,T075,2,0,2007,08,15,41.799282,-87.585487
1991,CULEX PIPIENS,47, S CORNELL AVE,T075,3,0,2007,08,15,41.799282,-87.585487
1992,CULEX PIPIENS/RESTUANS,55, S DR MARTIN LUTHER KING JR DR,T076,2,0,2007,08,15,41.794781,-87.615989
1993,CULEX PIPIENS/RESTUANS,64, S STONY ISLAND AVE,T077,1,0,2007,08,15,41.778748,-87.586427
1994,CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,15,0,2007,08,15,41.766202,-87.562889
1995,CULEX PIPIENS,71, S SOUTH SHORE DR,T079,6,0,2007,08,15,41.766202,-87.562889
1996,CULEX TERRITANS,71, S SOUTH SHORE DR,T079,1,0,2007,08,15,41.766202,-87.562889
1997,CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,6,0,2007,08,15,41.754676,-87.612922
1998,CULEX PIPIENS,77, S EBERHART AVE,T080,5,0,2007,08,15,41.754676,-87.612922
1999,CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,20,0,2007,08,15,41.821582,-87.62779599999999
2000,CULEX PIPIENS,40, S DEARBORN ST,T081,26,0,2007,08,15,41.821582,-87.62779599999999
2001,CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,30,0,2007,08,15,41.803422999999995,-87.642984
2002,CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,50,0,2007,08,15,41.803422999999995,-87.642984
2003,CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,50,0,2007,08,15,41.803422999999995,-87.642984
2004,CULEX RESTUANS,50, S UNION AVE,T082,2,0,2007,08,15,41.803422999999995,-87.642984
2005,CULEX PIPIENS,50, S UNION AVE,T082,36,1,2007,08,15,41.803422999999995,-87.642984
2006,CULEX PIPIENS,50, S UNION AVE,T082,43,0,2007,08,15,41.803422999999995,-87.642984
2007,CULEX PIPIENS,79, S CHICAGO AVE,T083,5,0,2007,08,15,41.754292,-87.590773
2008,CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,24,0,2007,08,15,41.798697,-87.736812
2009,CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,50,0,2007,08,15,41.798697,-87.736812
2010,CULEX RESTUANS,52, S KOLMAR,T114,1,0,2007,08,15,41.798697,-87.736812
2011,CULEX PIPIENS,52, S KOLMAR,T114,23,1,2007,08,15,41.798697,-87.736812
2012,CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,20,1,2007,08,15,41.776156,-87.778927
2013,CULEX PIPIENS,63, W 64TH ST,T155,26,1,2007,08,15,41.776156,-87.778927
2014,CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,18,0,2007,08,15,41.82561,-87.726549
2015,CULEX PIPIENS,37, S PULASKI RD,T063,13,0,2007,08,15,41.82561,-87.726549
2016,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,15,41.673408,-87.599862
2017,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,7,0,2007,08,15,41.726465000000005,-87.585413
2018,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,3,0,2007,08,15,41.726465000000005,-87.585413
2019,CULEX PIPIENS/RESTUANS,81, E 91ST ST,T107,4,0,2007,08,15,41.729669,-87.582699
2020,CULEX PIPIENS,81, E 91ST ST,T107,9,0,2007,08,15,41.729669,-87.582699
2021,CULEX PIPIENS/RESTUANS,80, S KEDZIE AVE,T072,1,0,2007,08,15,41.74785,-87.70271600000001
2022,CULEX PIPIENS/RESTUANS,82, E 138TH ST,T097,10,0,2007,08,15,41.644612,-87.60449799999999
2023,CULEX PIPIENS,82, E 138TH ST,T097,15,0,2007,08,15,41.644612,-87.60449799999999
2024,CULEX PIPIENS/RESTUANS,89, S MUSKEGON AVE,T099,4,0,2007,08,15,41.733643,-87.55551
2025,CULEX PIPIENS,89, S MUSKEGON AVE,T099,2,0,2007,08,15,41.733643,-87.55551
2026,CULEX PIPIENS/RESTUANS,98, S AVENUE G,T100,32,0,2007,08,15,41.717753,-87.531657
2027,CULEX PIPIENS,98, S AVENUE G,T100,34,0,2007,08,15,41.717753,-87.531657
2028,CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,15,0,2007,08,15,41.750498,-87.605294
2029,CULEX PIPIENS,10, S COTTAGE GROVE,T102,18,0,2007,08,15,41.750498,-87.605294
2030,CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,50,0,2007,08,15,41.702723999999996,-87.536497
2031,CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,33,0,2007,08,15,41.702723999999996,-87.536497
2032,CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,50,0,2007,08,15,41.702723999999996,-87.536497
2033,CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,20,0,2007,08,15,41.702723999999996,-87.536497
2034,CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,50,0,2007,08,15,41.702723999999996,-87.536497
2035,CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,50,0,2007,08,15,41.702723999999996,-87.536497
2036,CULEX PIPIENS,11, S AVENUE L,T103,50,0,2007,08,15,41.702723999999996,-87.536497
2037,CULEX PIPIENS,11, S AVENUE L,T103,18,0,2007,08,15,41.702723999999996,-87.536497
2038,CULEX PIPIENS,11, S AVENUE L,T103,46,0,2007,08,15,41.702723999999996,-87.536497
2039,CULEX PIPIENS,11, S AVENUE L,T103,43,0,2007,08,15,41.702723999999996,-87.536497
2040,CULEX SALINARIUS,11, S AVENUE L,T103,1,0,2007,08,15,41.702723999999996,-87.536497
2041,CULEX TERRITANS,11, S AVENUE L,T103,6,0,2007,08,15,41.702723999999996,-87.536497
2042,CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,1,0,2007,08,15,41.984809000000006,-87.728492
2043,CULEX PIPIENS,58, N PULASKI RD,T027,1,0,2007,08,15,41.984809000000006,-87.728492
2044,CULEX PIPIENS/RESTUANS,66, S KILPATRICK AVE,T156,6,0,2007,08,15,41.772846,-87.740029
2045,CULEX PIPIENS,66, S KILPATRICK AVE,T156,7,0,2007,08,15,41.772846,-87.740029
2046,CULEX PIPIENS/RESTUANS,81, W 37TH PL.,T157,14,0,2007,08,15,41.825902,-87.667827
2047,CULEX PIPIENS,81, W 37TH PL.,T157,6,0,2007,08,15,41.825902,-87.667827
2048,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,10,0,2007,08,16,41.673408,-87.599862
2049,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2050,CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,44,1,2007,08,16,41.673408,-87.599862
2051,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2052,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2053,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2054,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2055,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2056,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2057,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2058,CULEX PIPIENS,12, S DOTY AVE,T115,50,1,2007,08,16,41.673408,-87.599862
2059,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2060,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2061,CULEX PIPIENS,12, S DOTY AVE,T115,50,1,2007,08,16,41.673408,-87.599862
2062,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2063,CULEX PIPIENS,12, S DOTY AVE,T115,50,1,2007,08,16,41.673408,-87.599862
2064,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2065,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2066,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2067,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2068,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2069,CULEX PIPIENS,12, S DOTY AVE,T115,50,1,2007,08,16,41.673408,-87.599862
2070,CULEX PIPIENS,12, S DOTY AVE,T115,32,1,2007,08,16,41.673408,-87.599862
2071,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2072,CULEX PIPIENS,12, S DOTY AVE,T115,50,1,2007,08,16,41.673408,-87.599862
2073,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2074,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2075,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2076,CULEX PIPIENS,12, S DOTY AVE,T115,50,1,2007,08,16,41.673408,-87.599862
2077,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2078,CULEX PIPIENS,12, S DOTY AVE,T115,50,1,2007,08,16,41.673408,-87.599862
2079,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2080,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2081,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2082,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2083,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2084,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2085,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2086,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2087,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2088,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2089,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2090,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2091,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2092,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2093,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2094,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2095,CULEX PIPIENS,12, S DOTY AVE,T115,50,1,2007,08,16,41.673408,-87.599862
2096,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2097,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2098,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2099,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2100,CULEX PIPIENS,12, S DOTY AVE,T115,50,1,2007,08,16,41.673408,-87.599862
2101,CULEX PIPIENS,12, S DOTY AVE,T115,50,0,2007,08,16,41.673408,-87.599862
2102,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2103,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2104,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2105,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,1,2007,08,16,41.726465000000005,-87.585413
2106,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2107,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2108,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,1,2007,08,16,41.726465000000005,-87.585413
2109,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2110,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2111,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2112,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2113,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2114,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2115,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2116,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2117,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2118,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2119,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2120,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2121,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,16,41.726465000000005,-87.585413
2122,CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,48,0,2007,08,16,41.704572,-87.56566600000001
2123,CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,50,0,2007,08,16,41.704572,-87.56566600000001
2124,CULEX PIPIENS,24, E 105TH ST,T128,39,0,2007,08,16,41.704572,-87.56566600000001
2125,CULEX PIPIENS,24, E 105TH ST,T128,50,1,2007,08,16,41.704572,-87.56566600000001
2126,CULEX PIPIENS,24, E 105TH ST,T128,50,0,2007,08,16,41.704572,-87.56566600000001
2127,CULEX PIPIENS,24, E 105TH ST,T128,50,0,2007,08,16,41.704572,-87.56566600000001
2128,CULEX PIPIENS,24, E 105TH ST,T128,50,0,2007,08,16,41.704572,-87.56566600000001
2129,CULEX PIPIENS,24, E 105TH ST,T128,50,0,2007,08,16,41.704572,-87.56566600000001
2130,CULEX PIPIENS,24, E 105TH ST,T128,50,0,2007,08,16,41.704572,-87.56566600000001
2131,CULEX PIPIENS,24, E 105TH ST,T128,50,1,2007,08,16,41.704572,-87.56566600000001
2132,CULEX PIPIENS,24, E 105TH ST,T128,45,0,2007,08,16,41.704572,-87.56566600000001
2133,CULEX PIPIENS,24, E 105TH ST,T128,50,0,2007,08,16,41.704572,-87.56566600000001
2134,CULEX PIPIENS,24, E 105TH ST,T128,50,0,2007,08,16,41.704572,-87.56566600000001
2135,CULEX PIPIENS,24, E 105TH ST,T128,50,0,2007,08,16,41.704572,-87.56566600000001
2136,CULEX PIPIENS,24, E 105TH ST,T128,50,0,2007,08,16,41.704572,-87.56566600000001
2137,CULEX PIPIENS,24, E 105TH ST,T128,50,0,2007,08,16,41.704572,-87.56566600000001
2138,CULEX PIPIENS,24, E 105TH ST,T128,50,0,2007,08,16,41.704572,-87.56566600000001
2139,CULEX PIPIENS,24, E 105TH ST,T128,37,0,2007,08,16,41.704572,-87.56566600000001
2140,CULEX PIPIENS,24, E 105TH ST,T128,50,1,2007,08,16,41.704572,-87.56566600000001
2141,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,50,0,2007,08,17,41.726465000000005,-87.585413
2142,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,25,0,2007,08,17,41.726465000000005,-87.585413
2143,CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,46,0,2007,08,17,41.726465000000005,-87.585413
2144,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,17,41.726465000000005,-87.585413
2145,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,50,0,2007,08,17,41.726465000000005,-87.585413
