,species,block,street,trap,nummosquitos,wnvpresent,year,month,day,latitude,longitude
853,CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,2,0,2007,08,01,42,-87
854,CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,2,0,2007,08,01,42,-87
855,CULEX RESTUANS,75, N OAKLEY AVE,T148,1,0,2007,08,01,42,-87
856,CULEX PIPIENS,75, N OAKLEY AVE,T148,1,0,2007,08,01,42,-87
857,CULEX PIPIENS,75, N OAKLEY AVE,T148,1,0,2007,08,01,42,-87
858,CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,4,0,2007,08,01,41,-87
859,CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,2,0,2007,08,01,41,-87
860,CULEX PIPIENS,15, N LONG AVE,T153,1,0,2007,08,01,41,-87
861,CULEX PIPIENS,15, N LONG AVE,T153,1,0,2007,08,01,41,-87
862,CULEX PIPIENS/RESTUANS,91, W HIGGINS AVE,T009,2,0,2007,08,01,41,-87
863,CULEX PIPIENS/RESTUANS,91, W HIGGINS AVE,T009,6,0,2007,08,01,41,-87
864,CULEX RESTUANS,91, W HIGGINS AVE,T009,2,0,2007,08,01,41,-87
865,CULEX PIPIENS,91, W HIGGINS AVE,T009,23,0,2007,08,01,41,-87
866,CULEX PIPIENS,91, W HIGGINS AVE,T009,11,0,2007,08,01,41,-87
867,CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,3,0,2007,08,01,41,-87
868,CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,13,0,2007,08,01,41,-87
869,CULEX RESTUANS,36, N PITTSBURGH AVE,T011,2,0,2007,08,01,41,-87
870,CULEX PIPIENS,36, N PITTSBURGH AVE,T011,6,0,2007,08,01,41,-87
871,CULEX PIPIENS,36, N PITTSBURGH AVE,T011,10,0,2007,08,01,41,-87
872,CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,33,0,2007,08,01,42,-87
873,CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,9,0,2007,08,01,42,-87
874,CULEX RESTUANS,72, N OKETO AVE,T016,1,0,2007,08,01,42,-87
875,CULEX PIPIENS,72, N OKETO AVE,T016,14,0,2007,08,01,42,-87
876,CULEX PIPIENS,72, N OKETO AVE,T016,50,0,2007,08,01,42,-87
877,CULEX PIPIENS,72, N OKETO AVE,T016,8,0,2007,08,01,42,-87
878,CULEX PIPIENS/RESTUANS,38, N CALIFORNIA AVE,T019,3,0,2007,08,01,41,-87
879,CULEX PIPIENS/RESTUANS,38, N CALIFORNIA AVE,T019,1,0,2007,08,01,41,-87
880,CULEX RESTUANS,38, N CALIFORNIA AVE,T019,1,0,2007,08,01,41,-87
881,CULEX PIPIENS,38, N CALIFORNIA AVE,T019,1,0,2007,08,01,41,-87
882,CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,2,0,2007,08,01,41,-87
883,CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,3,0,2007,08,01,41,-87
884,CULEX RESTUANS,49, W BALMORAL AVE,T025,1,0,2007,08,01,41,-87
885,CULEX PIPIENS,49, W BALMORAL AVE,T025,1,0,2007,08,01,41,-87
886,CULEX PIPIENS,49, W BALMORAL AVE,T025,1,0,2007,08,01,41,-87
887,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,3,0,2007,08,01,41,-87
888,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,1,0,2007,08,01,41,-87
889,CULEX PIPIENS,58, N WESTERN AVE,T028,1,0,2007,08,01,41,-87
890,CULEX PIPIENS,58, N WESTERN AVE,T028,1,0,2007,08,01,41,-87
891,CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,4,0,2007,08,01,41,-87
892,CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,5,0,2007,08,01,41,-87
893,CULEX PIPIENS,50, S CENTRAL AVE,T031,2,0,2007,08,01,41,-87
894,CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,4,0,2007,08,01,41,-87
895,CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,2,0,2007,08,01,41,-87
896,CULEX PIPIENS,14, N HUMBOLDT DR,T033,1,0,2007,08,01,41,-87
897,CULEX SALINARIUS,14, N HUMBOLDT DR,T033,1,0,2007,08,01,41,-87
898,CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,2,0,2007,08,01,41,-87
899,CULEX PIPIENS,10, S VINCENNES,T089,1,0,2007,08,01,41,-87
900,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,19,0,2007,08,01,41,-87
901,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,25,0,2007,08,01,41,-87
902,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,17,1,2007,08,01,41,-87
903,CULEX RESTUANS,11, S ASHLAND AVE,T090,3,0,2007,08,01,41,-87
904,CULEX RESTUANS,11, S ASHLAND AVE,T090,2,0,2007,08,01,41,-87
905,CULEX RESTUANS,11, S ASHLAND AVE,T090,3,0,2007,08,01,41,-87
906,CULEX PIPIENS,11, S ASHLAND AVE,T090,4,0,2007,08,01,41,-87
907,CULEX PIPIENS,11, S ASHLAND AVE,T090,9,0,2007,08,01,41,-87
908,CULEX PIPIENS,11, S ASHLAND AVE,T090,11,0,2007,08,01,41,-87
909,CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,9,0,2007,08,01,41,-87
910,CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,1,0,2007,08,01,41,-87
911,CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,5,0,2007,08,01,41,-87
912,CULEX RESTUANS,11, S STATE ST,T092,1,0,2007,08,01,41,-87
913,CULEX PIPIENS,11, S STATE ST,T092,1,0,2007,08,01,41,-87
914,CULEX PIPIENS,11, S STATE ST,T092,2,0,2007,08,01,41,-87
915,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,4,0,2007,08,01,41,-87
916,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,35,0,2007,08,01,41,-87
917,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,50,1,2007,08,01,41,-87
918,CULEX RESTUANS,42, W 127TH PL,T135,2,0,2007,08,01,41,-87
919,CULEX PIPIENS,42, W 127TH PL,T135,10,1,2007,08,01,41,-87
920,CULEX PIPIENS,42, W 127TH PL,T135,7,0,2007,08,01,41,-87
921,CULEX PIPIENS,42, W 127TH PL,T135,50,0,2007,08,01,41,-87
922,CULEX SALINARIUS,42, W 127TH PL,T135,1,0,2007,08,01,41,-87
923,CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,1,0,2007,08,01,41,-87
924,CULEX PIPIENS,53, W AGATITE AVE,T141,4,0,2007,08,01,41,-87
925,CULEX PIPIENS,53, W AGATITE AVE,T141,2,0,2007,08,01,41,-87
926,CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,1,0,2007,08,01,41,-87
927,CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,4,0,2007,08,01,41,-87
928,CULEX PIPIENS,40, N AUSTIN AVE,T142,3,0,2007,08,01,41,-87
929,CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,6,0,2007,08,01,41,-87
930,CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,7,0,2007,08,01,41,-87
931,CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,10,0,2007,08,01,41,-87
932,CULEX PIPIENS/RESTUANS,43, N ASHLAND AVE OVERPASS,T145,2,0,2007,08,01,41,-87
933,CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,1,0,2007,08,01,41,-87
934,CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,1,0,2007,08,01,41,-87
935,CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,2,0,2007,08,01,41,-87
936,CULEX PIPIENS,43, N ASHLAND AVE OVERPASS,T145,1,0,2007,08,01,41,-87
937,CULEX PIPIENS,43, N ASHLAND AVE OVERPASS,T145,4,0,2007,08,01,41,-87
938,CULEX PIPIENS,43, N ASHLAND AVE OVERPASS,T145,2,0,2007,08,01,41,-87
939,CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,12,0,2007,08,01,41,-87
940,CULEX RESTUANS,42, N RICHMOND ST,T146,3,0,2007,08,01,41,-87
941,CULEX RESTUANS,42, N RICHMOND ST,T146,2,0,2007,08,01,41,-87
942,CULEX PIPIENS,42, N RICHMOND ST,T146,1,0,2007,08,01,41,-87
943,CULEX PIPIENS,42, N RICHMOND ST,T146,3,0,2007,08,01,41,-87
944,CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,2,0,2007,08,01,41,-87
945,CULEX PIPIENS/RESTUANS,15, W GRANVILLE AVE,T149,2,0,2007,08,01,41,-87
946,CULEX PIPIENS/RESTUANS,18, W FARWELL AVE,T150,4,0,2007,08,01,42,-87
947,CULEX PIPIENS,18, W FARWELL AVE,T150,2,0,2007,08,01,42,-87
948,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,8,0,2007,08,01,41,-87
949,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,12,0,2007,08,01,41,-87
950,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,2,0,2007,08,01,41,-87
951,CULEX PIPIENS,70,  W ARMITAGE AVENUE,T151,8,0,2007,08,01,41,-87
952,CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,1,0,2007,08,01,41,-87
953,CULEX PIPIENS,25, S MILLARD AVE,T152,2,0,2007,08,01,41,-87
954,CULEX PIPIENS/RESTUANS,21, N LAWLER AVE,T154,5,0,2007,08,01,41,-87
955,CULEX PIPIENS/RESTUANS,21, N LAWLER AVE,T154,12,0,2007,08,01,41,-87
956,CULEX PIPIENS,21, N LAWLER AVE,T154,2,0,2007,08,01,41,-87
957,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,35,0,2007,08,01,41,-87
958,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,18,0,2007,08,01,41,-87
959,CULEX RESTUANS,35, W 116TH ST,T158,2,0,2007,08,01,41,-87
960,CULEX PIPIENS,35, W 116TH ST,T158,11,0,2007,08,01,41,-87
961,CULEX PIPIENS,35, W 116TH ST,T158,15,0,2007,08,01,41,-87
962,CULEX PIPIENS/RESTUANS,93, S DR MARTIN LUTHER KING JR DR,T162,1,0,2007,08,01,41,-87
963,CULEX PIPIENS,93, S DR MARTIN LUTHER KING JR DR,T162,3,0,2007,08,01,41,-87
964,CULEX PIPIENS,93, S DR MARTIN LUTHER KING JR DR,T162,2,0,2007,08,01,41,-87
965,CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,4,0,2007,08,01,41,-87
966,CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,8,0,2007,08,01,41,-87
967,CULEX RESTUANS,37, N KEDVALE AVE,T218,1,0,2007,08,01,41,-87
968,CULEX PIPIENS,37, N KEDVALE AVE,T218,1,0,2007,08,01,41,-87
969,CULEX PIPIENS,37, N KEDVALE AVE,T218,7,0,2007,08,01,41,-87
970,CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,2,1,2007,08,01,41,-87
971,CULEX PIPIENS/RESTUANS,40, N TRIPP AVE,T001,1,0,2007,08,01,41,-87
972,CULEX PIPIENS/RESTUANS,40, N TRIPP AVE,T001,2,0,2007,08,01,41,-87
973,CULEX PIPIENS,40, N TRIPP AVE,T001,1,0,2007,08,01,41,-87
974,CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,3,0,2007,08,01,41,-87
975,CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,2,0,2007,08,01,41,-87
976,CULEX RESTUANS,46, N MILWAUKEE AVE,T003,1,0,2007,08,01,41,-87
977,CULEX RESTUANS,46, N MILWAUKEE AVE,T003,1,0,2007,08,01,41,-87
978,CULEX PIPIENS,46, N MILWAUKEE AVE,T003,2,0,2007,08,01,41,-87
979,CULEX PIPIENS/RESTUANS,60, N AVONDALE AVE,T006,4,0,2007,08,01,41,-87
980,CULEX PIPIENS,60, N AVONDALE AVE,T006,3,0,2007,08,01,41,-87
981,CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,15,0,2007,08,01,42,-87
982,CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,41,0,2007,08,01,42,-87
983,CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,26,0,2007,08,01,42,-87
984,CULEX RESTUANS,70, N MOSELL AVE,T008,2,0,2007,08,01,42,-87
985,CULEX RESTUANS,70, N MOSELL AVE,T008,5,0,2007,08,01,42,-87
986,CULEX PIPIENS,70, N MOSELL AVE,T008,50,1,2007,08,01,42,-87
987,CULEX PIPIENS,70, N MOSELL AVE,T008,22,0,2007,08,01,42,-87
988,CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,4,0,2007,08,01,41,-87
989,CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,7,0,2007,08,01,41,-87
990,CULEX RESTUANS,61, N LEMONT AVE,T012,1,0,2007,08,01,41,-87
991,CULEX RESTUANS,61, N LEMONT AVE,T012,3,0,2007,08,01,41,-87
992,CULEX PIPIENS,61, N LEMONT AVE,T012,9,0,2007,08,01,41,-87
993,CULEX PIPIENS,61, N LEMONT AVE,T012,1,0,2007,08,01,41,-87
994,CULEX PIPIENS/RESTUANS,27, S WESTERN AVE,T034,3,0,2007,08,01,41,-87
995,CULEX PIPIENS,27, S WESTERN AVE,T034,2,0,2007,08,01,41,-87
996,CULEX PIPIENS,27, S WESTERN AVE,T034,2,0,2007,08,01,41,-87
997,CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,3,0,2007,08,01,41,-87
998,CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,4,0,2007,08,01,41,-87
999,CULEX PIPIENS,68, W BELDEN AVE,T037,1,0,2007,08,01,41,-87
1000,CULEX PIPIENS,68, W BELDEN AVE,T037,1,0,2007,08,01,41,-87
1001,CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,1,0,2007,08,01,41,-87
1002,CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,4,0,2007,08,01,41,-87
1003,CULEX RESTUANS,30, W 18TH ST,T043,2,0,2007,08,01,41,-87
1004,CULEX RESTUANS,30, W 18TH ST,T043,1,0,2007,08,01,41,-87
1005,CULEX PIPIENS,30, W 18TH ST,T043,5,0,2007,08,01,41,-87
1006,CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,14,0,2007,08,01,41,-87
1007,CULEX RESTUANS,11, S CALIFORNIA,T047,3,0,2007,08,01,41,-87
1008,CULEX PIPIENS,11, S CALIFORNIA,T047,22,0,2007,08,01,41,-87
1009,CULEX PIPIENS,11, S CALIFORNIA,T047,2,0,2007,08,01,41,-87
1010,CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,2,0,2007,08,01,41,-87
1011,CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,4,0,2007,08,01,41,-87
1012,CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,4,0,2007,08,01,41,-87
1013,CULEX RESTUANS,10, W 95TH ST,T085,1,0,2007,08,01,41,-87
1014,CULEX PIPIENS,10, W 95TH ST,T085,4,0,2007,08,01,41,-87
1015,CULEX PIPIENS,10, W 95TH ST,T085,2,0,2007,08,01,41,-87
1016,CULEX PIPIENS,10, W 95TH ST,T085,1,0,2007,08,01,41,-87
1017,CULEX PIPIENS/RESTUANS,10, S CALIFORNIA AVE,T088,3,0,2007,08,01,41,-87
1018,CULEX PIPIENS/RESTUANS,10, S CALIFORNIA AVE,T088,3,0,2007,08,01,41,-87
1019,CULEX PIPIENS/RESTUANS,10, S CALIFORNIA AVE,T088,3,0,2007,08,01,41,-87
1020,CULEX PIPIENS,10, S CALIFORNIA AVE,T088,2,0,2007,08,01,41,-87
1021,CULEX PIPIENS,10, S CALIFORNIA AVE,T088,1,0,2007,08,01,41,-87
1022,CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,8,0,2007,08,01,41,-87
1023,CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,5,0,2007,08,01,41,-87
1024,CULEX RESTUANS,96, S HOYNE AVE,T161,3,0,2007,08,01,41,-87
1025,CULEX PIPIENS,96, S HOYNE AVE,T161,2,0,2007,08,01,41,-87
1026,CULEX PIPIENS,96, S HOYNE AVE,T161,2,0,2007,08,01,41,-87
1027,CULEX PIPIENS/RESTUANS,18, W LELAND AVE,T219,3,0,2007,08,01,41,-87
1028,CULEX RESTUANS,18, W LELAND AVE,T219,1,0,2007,08,01,41,-87
1029,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,5,0,2007,08,01,41,-87
1030,CULEX PIPIENS/RESTUANS,64, W STRONG ST,T014,4,0,2007,08,01,41,-87
1031,CULEX PIPIENS/RESTUANS,64, W STRONG ST,T014,12,0,2007,08,01,41,-87
1032,CULEX RESTUANS,64, W STRONG ST,T014,1,0,2007,08,01,41,-87
1033,CULEX PIPIENS,64, W STRONG ST,T014,1,0,2007,08,01,41,-87
1034,CULEX PIPIENS,64, W STRONG ST,T014,16,0,2007,08,01,41,-87
1035,CULEX PIPIENS/RESTUANS,12, W GREENLEAF AVE,T018,1,0,2007,08,01,42,-87
1036,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,11,0,2007,08,01,41,-87
1037,CULEX RESTUANS,10, N CENTRAL PARK DR,T030,1,0,2007,08,01,41,-87
1038,CULEX PIPIENS,10, N CENTRAL PARK DR,T030,1,0,2007,08,01,41,-87
1039,CULEX PIPIENS,10, N CENTRAL PARK DR,T030,1,0,2007,08,01,41,-87
1040,CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,1,0,2007,08,01,41,-87
1041,CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,1,0,2007,08,01,41,-87
1042,CULEX PIPIENS,20, E 111TH ST,T084,1,0,2007,08,01,41,-87
1043,CULEX PIPIENS,20, E 111TH ST,T084,1,0,2007,08,01,41,-87
1044,CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,26,0,2007,08,01,41,-87
1045,CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,16,0,2007,08,01,41,-87
1046,CULEX RESTUANS,33, N RUTHERFORD AVE,T144,1,0,2007,08,01,41,-87
1047,CULEX PIPIENS,33, N RUTHERFORD AVE,T144,10,1,2007,08,01,41,-87
1048,CULEX PIPIENS,33, N RUTHERFORD AVE,T144,1,0,2007,08,01,41,-87
1049,CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,4,0,2007,08,01,41,-87
1050,CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,4,0,2007,08,01,41,-87
1051,CULEX RESTUANS,11, S ARTESIAN AVE,T160,1,0,2007,08,01,41,-87
1052,CULEX PIPIENS,11, S ARTESIAN AVE,T160,4,0,2007,08,01,41,-87
1053,CULEX PIPIENS/RESTUANS,60, W ROSCOE ST,T005,1,0,2007,08,01,41,-87
1054,CULEX PIPIENS,60, W ROSCOE ST,T005,1,0,2007,08,01,41,-87
1055,CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,1,0,2007,08,01,41,-87
1056,CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,1,0,2007,08,01,41,-87
1057,CULEX RESTUANS,60, W MONTROSE DR,T017,1,0,2007,08,01,41,-87
1058,CULEX PIPIENS/RESTUANS,33, E RANDOLPH ST,T044,1,0,2007,08,01,41,-87
1059,CULEX RESTUANS,33, E RANDOLPH ST,T044,1,0,2007,08,01,41,-87
1060,CULEX PIPIENS,33, E RANDOLPH ST,T044,1,0,2007,08,01,41,-87
1061,CULEX PIPIENS/RESTUANS,30, S HOYNE AVE,T035,6,0,2007,08,01,41,-87
1062,CULEX PIPIENS,30, S HOYNE AVE,T035,5,0,2007,08,01,41,-87
1063,CULEX PIPIENS/RESTUANS,42, W 31ST ST,T036,3,0,2007,08,01,41,-87
1064,CULEX PIPIENS/RESTUANS,42, W 31ST ST,T036,1,0,2007,08,01,41,-87
1065,CULEX PIPIENS,42, W 31ST ST,T036,3,0,2007,08,01,41,-87
1066,CULEX PIPIENS/RESTUANS,17, N PULASKI RD,T039,1,0,2007,08,01,41,-87
1067,CULEX PIPIENS/RESTUANS,22, W PERSHING RD,T060,2,0,2007,08,01,41,-87
1068,CULEX PIPIENS/RESTUANS,22, W PERSHING RD,T060,1,0,2007,08,01,41,-87
1069,CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,21,0,2007,08,01,41,-87
1070,CULEX PIPIENS/RESTUANS,22, W 51ST ST,T061,3,0,2007,08,01,41,-87
1071,CULEX RESTUANS,22, W 51ST ST,T061,4,0,2007,08,01,41,-87
1072,CULEX PIPIENS,22, W 51ST ST,T061,6,0,2007,08,01,41,-87
1073,CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,3,0,2007,08,01,41,-87
1074,CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,2,0,2007,08,01,41,-87
1075,CULEX RESTUANS,35, W 51ST ST,T062,1,0,2007,08,01,41,-87
1076,CULEX PIPIENS,35, W 51ST ST,T062,3,0,2007,08,01,41,-87
1077,CULEX PIPIENS,35, W 51ST ST,T062,6,0,2007,08,01,41,-87
1078,CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,28,1,2007,08,01,41,-87
1079,CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,3,0,2007,08,01,41,-87
1080,CULEX RESTUANS,52, W 63RD ST,T065,3,0,2007,08,01,41,-87
1081,CULEX RESTUANS,52, W 63RD ST,T065,1,0,2007,08,01,41,-87
1082,CULEX PIPIENS,52, W 63RD ST,T065,5,0,2007,08,01,41,-87
1083,CULEX PIPIENS,52, W 63RD ST,T065,8,0,2007,08,01,41,-87
1084,CULEX SALINARIUS,52, W 63RD ST,T065,1,0,2007,08,01,41,-87
1085,CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,4,0,2007,08,01,41,-87
1086,CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,39,0,2007,08,01,41,-87
1087,CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,12,0,2007,08,01,41,-87
1088,CULEX RESTUANS,67, S KEDZIE AVE,T066,6,0,2007,08,01,41,-87
1089,CULEX PIPIENS,67, S KEDZIE AVE,T066,1,0,2007,08,01,41,-87
1090,CULEX PIPIENS,67, S KEDZIE AVE,T066,20,0,2007,08,01,41,-87
1091,CULEX PIPIENS/RESTUANS,73, S CICERO AVE,T067,16,0,2007,08,01,41,-87
1092,CULEX PIPIENS/RESTUANS,73, S CICERO AVE,T067,17,0,2007,08,01,41,-87
1093,CULEX PIPIENS/RESTUANS,73, S CICERO AVE,T067,13,0,2007,08,01,41,-87
1094,CULEX RESTUANS,73, S CICERO AVE,T067,1,0,2007,08,01,41,-87
1095,CULEX RESTUANS,73, S CICERO AVE,T067,2,0,2007,08,01,41,-87
1096,CULEX RESTUANS,73, S CICERO AVE,T067,3,0,2007,08,01,41,-87
1097,CULEX PIPIENS,73, S CICERO AVE,T067,4,0,2007,08,01,41,-87
1098,CULEX PIPIENS,73, S CICERO AVE,T067,6,0,2007,08,01,41,-87
1099,CULEX SALINARIUS,73, S CICERO AVE,T067,1,0,2007,08,01,41,-87
1100,CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,13,0,2007,08,01,41,-87
1101,CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,1,0,2007,08,01,41,-87
1102,CULEX PIPIENS/RESTUANS,22, W 69TH ST,T069,1,0,2007,08,01,41,-87
1103,CULEX RESTUANS,22, W 69TH ST,T069,5,0,2007,08,01,41,-87
1104,CULEX RESTUANS,22, W 69TH ST,T069,2,0,2007,08,01,41,-87
1105,CULEX PIPIENS,22, W 69TH ST,T069,1,0,2007,08,01,41,-87
1106,CULEX PIPIENS,22, W 69TH ST,T069,1,0,2007,08,01,41,-87
1107,CULEX PIPIENS,22, W 69TH ST,T069,5,0,2007,08,01,41,-87
1108,CULEX PIPIENS/RESTUANS,52, S NORDICA,T070,2,0,2007,08,01,41,-87
1109,CULEX PIPIENS/RESTUANS,52, S NORDICA,T070,9,0,2007,08,01,41,-87
1110,CULEX PIPIENS/RESTUANS,52, S NORDICA,T070,4,0,2007,08,01,41,-87
1111,CULEX RESTUANS,52, S NORDICA,T070,1,0,2007,08,01,41,-87
1112,CULEX PIPIENS,52, S NORDICA,T070,6,0,2007,08,01,41,-87
1113,CULEX PIPIENS,52, S NORDICA,T070,1,0,2007,08,01,41,-87
1114,CULEX PIPIENS/RESTUANS,61, S MELVINA AVE,T071,3,0,2007,08,01,41,-87
1115,CULEX PIPIENS/RESTUANS,61, S MELVINA AVE,T071,3,0,2007,08,01,41,-87
1116,CULEX PIPIENS/RESTUANS,61, S MELVINA AVE,T071,2,0,2007,08,01,41,-87
1117,CULEX PIPIENS,61, S MELVINA AVE,T071,2,0,2007,08,01,41,-87
1118,CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,3,0,2007,08,01,41,-87
1119,CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,10,0,2007,08,01,41,-87
1120,CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,5,0,2007,08,01,41,-87
1121,CULEX RESTUANS,10, E 67TH ST,T073,1,0,2007,08,01,41,-87
1122,CULEX RESTUANS,10, E 67TH ST,T073,1,0,2007,08,01,41,-87
1123,CULEX PIPIENS,10, E 67TH ST,T073,1,0,2007,08,01,41,-87
1124,CULEX PIPIENS,10, E 67TH ST,T073,1,0,2007,08,01,41,-87
1125,CULEX PIPIENS,10, E 67TH ST,T073,2,0,2007,08,01,41,-87
1126,CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,28,0,2007,08,01,41,-87
1127,CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,15,0,2007,08,01,41,-87
1128,CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,22,0,2007,08,01,41,-87
1129,CULEX RESTUANS,39, S ASHLAND AVE,T074,1,0,2007,08,01,41,-87
1130,CULEX RESTUANS,39, S ASHLAND AVE,T074,3,0,2007,08,01,41,-87
1131,CULEX RESTUANS,39, S ASHLAND AVE,T074,1,0,2007,08,01,41,-87
1132,CULEX PIPIENS,39, S ASHLAND AVE,T074,6,0,2007,08,01,41,-87
1133,CULEX PIPIENS,39, S ASHLAND AVE,T074,2,0,2007,08,01,41,-87
1134,CULEX PIPIENS,39, S ASHLAND AVE,T074,4,0,2007,08,01,41,-87
1135,CULEX PIPIENS/RESTUANS,47, S CORNELL AVE,T075,1,0,2007,08,01,41,-87
1136,CULEX PIPIENS/RESTUANS,47, S CORNELL AVE,T075,1,0,2007,08,01,41,-87
1137,CULEX PIPIENS/RESTUANS,47, S CORNELL AVE,T075,2,0,2007,08,01,41,-87
1138,CULEX PIPIENS,47, S CORNELL AVE,T075,2,0,2007,08,01,41,-87
1139,CULEX PIPIENS/RESTUANS,64, S STONY ISLAND AVE,T077,6,0,2007,08,01,41,-87
1140,CULEX PIPIENS/RESTUANS,64, S STONY ISLAND AVE,T077,3,0,2007,08,01,41,-87
1141,CULEX RESTUANS,64, S STONY ISLAND AVE,T077,1,0,2007,08,01,41,-87
1142,CULEX PIPIENS,64, S STONY ISLAND AVE,T077,2,0,2007,08,01,41,-87
1143,CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,5,0,2007,08,01,41,-87
